order_id,customer_id,product_id,order_quantity,purchased_via,order_delivered,order_returned,order_date,full_nm,age,location,loyalty_points,gender,last_login_date,prd_name,prd_category,unit_price,prd_description
44b308de-1c2a-45f6-a610-bf7c84b65254,791c7292-55f1-4090-a5c5-f41fd13aad14,b405bb73-851a-4fe4-9b69-de449fc3e197,429,in-store,yes,True,2022-06-12,Lynn Fox,83,"Rio de Janeiro, Brazil",40,male,2021-11-30,oxhc,electronics,74.0,Find gun strong receive player region.
27387e0e-4872-480a-a611-5b6a50e8eb5c,225606ec-4ddd-4718-8da5-f68c9daaa91b,b405bb73-851a-4fe4-9b69-de449fc3e197,529,website,no,True,2021-09-26,Peter Wagner,54,"Madrid, Spain",96,female,2021-08-01,oxhc,electronics,74.0,Find gun strong receive player region.
8f3063d2-33e5-4b0c-8397-19d8aa733956,71700778-e555-4b79-8b28-cf53c37d5647,46c74d45-8134-4d7e-9ba0-fc2d60891791,203,in-store,no,True,2021-09-02,Chase Charles DVM,69,"San Jose, California, USA",31,female,2023-02-06,ulni,apparel,52.0,Budget your away development receive ok apply.
657d9235-2053-4043-bb32-95b8ec651e16,3752f095-b618-4e27-b4a1-90b969bbe95c,46c74d45-8134-4d7e-9ba0-fc2d60891791,299,in-store,no,True,2023-07-13,Katherine Stevens,36,"Madrid, Spain",80,other,2023-04-28,ulni,apparel,52.0,Budget your away development receive ok apply.
26619ab9-7a76-474c-b0a2-337dcb423a98,42b2e02a-0447-4b4c-be84-21f7bcfa3448,46c74d45-8134-4d7e-9ba0-fc2d60891791,321,website,yes,True,2022-12-20,Amy Hansen DVM,52,"Paris, France",68,female,2023-12-21,ulni,apparel,52.0,Budget your away development receive ok apply.
5fdd0cca-6855-4697-937a-07099f0496cb,d9328439-d41c-4ecb-b3fe-04c7203b0842,46c74d45-8134-4d7e-9ba0-fc2d60891791,504,in-store,yes,True,2021-08-12,Ryan Harrison,26,"Paris, France",12,male,2021-08-02,ulni,apparel,52.0,Budget your away development receive ok apply.
daeaa1fd-85e7-4b4d-9912-0802e24b3c17,71700778-e555-4b79-8b28-cf53c37d5647,a997c31c-ab31-4580-9420-ec8715b46058,133,amazon,no,True,2021-12-14,Chase Charles DVM,69,"San Jose, California, USA",31,female,2023-02-06,fpdw,apparel,56.9,Important cut fly suggest product admit.
4f6da1f6-1508-40bb-8398-5a38d8ab289f,007c1ad6-8c1c-47f5-9866-d9395eca7bac,a997c31c-ab31-4580-9420-ec8715b46058,778,in-store,yes,False,2023-03-26,Jasmine Parsons,88,"Salt Lake City, Utah, USA",32,female,2023-11-22,fpdw,apparel,56.9,Important cut fly suggest product admit.
ffecc2ff-eb7a-4c1d-979d-ef15b880e80c,e5959ea7-c3aa-42a2-a081-62f6b7bf7bbe,a997c31c-ab31-4580-9420-ec8715b46058,246,website,no,True,2023-05-04,Jon Gregory,29,"Paris, France",88,female,2021-05-19,fpdw,apparel,56.9,Important cut fly suggest product admit.
76ecf7c5-c83e-4626-bacb-b6c44f2c9f41,8c76ea94-e55e-4945-9555-52fbd49a656f,a997c31c-ab31-4580-9420-ec8715b46058,910,in-store,yes,True,2021-06-26,Timothy Kennedy,74,"Paris, France",77,other,2022-06-14,fpdw,apparel,56.9,Important cut fly suggest product admit.
bd5b3b02-495b-4f74-beed-81443c515f47,28fe18f8-e205-429e-9238-6190a3d96c9c,a997c31c-ab31-4580-9420-ec8715b46058,858,in-store,no,True,2022-05-16,Nicole Cox,87,"Salt Lake City, Utah, USA",74,female,2021-05-07,fpdw,apparel,56.9,Important cut fly suggest product admit.
a4a65050-9f1e-44ad-9169-c71a76da17cf,9ea65d2b-72f6-4132-acb5-631f242e2016,a997c31c-ab31-4580-9420-ec8715b46058,818,website,yes,False,2021-06-18,Andrew Lewis,40,"Madrid, Spain",96,male,2024-03-06,fpdw,apparel,56.9,Important cut fly suggest product admit.
9f2fe771-d68d-4cf9-9ae3-fe94167c8070,71700778-e555-4b79-8b28-cf53c37d5647,b44531e7-71a6-470a-ab0d-ebcb6a4b4e23,810,amazon,no,False,2021-03-21,Chase Charles DVM,69,"San Jose, California, USA",31,female,2023-02-06,iryp,home,60.0,Wonder entire value second until time lay show.
37fb0e25-9847-4536-8e46-0927d25db3d0,18914139-a3c5-4d35-9bff-eedd26e5a39f,b44531e7-71a6-470a-ab0d-ebcb6a4b4e23,474,in-store,yes,True,2022-11-08,Paul Wright,35,"Paris, France",3,other,2020-07-14,iryp,home,60.0,Wonder entire value second until time lay show.
36976263-6f16-482d-a70e-0e20ce223672,ba9e6d76-9983-4324-a825-35eb76fd7b51,b44531e7-71a6-470a-ab0d-ebcb6a4b4e23,508,amazon,no,True,2022-10-08,Brandon Greene,40,"KL, Malaysia",51,female,2023-10-17,iryp,home,60.0,Wonder entire value second until time lay show.
0ab5384e-7022-4d1a-9606-246121670036,9b7361f4-7cea-4d46-8a58-86dbf156c060,b44531e7-71a6-470a-ab0d-ebcb6a4b4e23,231,amazon,yes,False,2021-04-12,Christopher Moreno,70,"Rio de Janeiro, Brazil",40,male,2023-04-22,iryp,home,60.0,Wonder entire value second until time lay show.
70ef09e6-dcb1-401f-a59e-cb82149ce2b3,adc0c18e-35a1-4565-bec5-decddd8b6aaf,b44531e7-71a6-470a-ab0d-ebcb6a4b4e23,132,website,yes,False,2023-09-10,Amanda Williams,49,"KL, Malaysia",5,female,2024-01-17,iryp,home,60.0,Wonder entire value second until time lay show.
26d68a4f-31fb-4e3c-8d6c-6b1a1cfdd0c5,4d4e4013-2970-4c2a-9cf5-f47a170d6b95,b44531e7-71a6-470a-ab0d-ebcb6a4b4e23,156,in-store,yes,False,2023-02-26,Megan Foster,23,"LA, California, USA",23,female,2020-04-07,iryp,home,60.0,Wonder entire value second until time lay show.
1a4c85fd-afe8-43cf-99f0-afd2aaa1397c,e538564a-68e9-47a0-9c18-f4e38f622ee5,b44531e7-71a6-470a-ab0d-ebcb6a4b4e23,359,amazon,yes,False,2022-06-04,Nina Williams,85,"LA, California, USA",33,other,2021-01-17,iryp,home,60.0,Wonder entire value second until time lay show.
a7ec2aef-1081-4977-9a56-93b620bb8eaa,71700778-e555-4b79-8b28-cf53c37d5647,39414ffe-418f-4db8-b87a-212f8a229254,903,in-store,no,False,2023-02-06,Chase Charles DVM,69,"San Jose, California, USA",31,female,2023-02-06,nxhe,apparel,38.5,Mean car attorney issue analysis traditional.
7a6a21bc-ac29-4e74-813d-0077cc4f2705,f323fcf6-2e5f-4ca6-98ee-91119f08abe8,39414ffe-418f-4db8-b87a-212f8a229254,226,website,no,True,2023-11-05,Joshua Mitchell,20,"KL, Malaysia",53,other,2021-08-22,nxhe,apparel,38.5,Mean car attorney issue analysis traditional.
0f070aa4-b84b-4da9-a871-857eef98e15e,1da5a35c-71d2-45ff-a44e-c2a4bec5f953,39414ffe-418f-4db8-b87a-212f8a229254,24,website,no,False,2022-03-17,Danielle Wilson,84,"Milan, Italy",47,female,2021-06-26,nxhe,apparel,38.5,Mean car attorney issue analysis traditional.
70c5731a-0f9d-4512-8fec-0489d745c718,e4925fc4-502f-48bd-a9a5-076006f0dad1,39414ffe-418f-4db8-b87a-212f8a229254,858,website,no,False,2023-02-04,Rachel Ramirez,73,"Salt Lake City, Utah, USA",42,male,2021-06-13,nxhe,apparel,38.5,Mean car attorney issue analysis traditional.
dfcaa324-3ee9-4126-b0c3-f99228633a0c,1624c026-54e2-419f-84db-26f64e7e9ab2,39414ffe-418f-4db8-b87a-212f8a229254,502,amazon,yes,False,2021-01-17,Karen Finley,69,"San Jose, California, USA",91,female,2022-04-03,nxhe,apparel,38.5,Mean car attorney issue analysis traditional.
c77b2275-f24f-40f8-a870-bfe5458263d8,71700778-e555-4b79-8b28-cf53c37d5647,df61abcf-4444-4564-a875-db70e6e0a1c1,490,in-store,no,True,2023-04-18,Chase Charles DVM,69,"San Jose, California, USA",31,female,2023-02-06,aiux,home,98.9,Civil inside exist manage skin perhaps.
b7dee941-7a8c-428c-b585-e52a7c691bf2,0be10ff3-39a1-42de-bddb-17032f94f5fd,df61abcf-4444-4564-a875-db70e6e0a1c1,494,in-store,no,True,2022-10-10,Julia Jones,75,"Milan, Italy",59,other,2020-07-08,aiux,home,98.9,Civil inside exist manage skin perhaps.
b51446e9-23b3-427a-ab9a-00b3923076b0,49690eba-2025-4692-8a2c-f2b48098cea1,df61abcf-4444-4564-a875-db70e6e0a1c1,679,website,yes,False,2022-08-03,Barbara Williams,66,"Rio de Janeiro, Brazil",100,female,2020-04-06,aiux,home,98.9,Civil inside exist manage skin perhaps.
2d1120be-4e5b-4d7d-a2f6-a9f6eb40e874,71700778-e555-4b79-8b28-cf53c37d5647,1664b3b1-8479-4d95-9a69-bb22ed99393d,362,amazon,no,False,2021-01-15,Chase Charles DVM,69,"San Jose, California, USA",31,female,2023-02-06,uflm,beauty,69.9,Conference knowledge first while he.
291a82cd-7f2d-4015-93a3-6ace9107bf71,b9e57b62-0c06-41c4-a1ee-4f3e03032e42,1664b3b1-8479-4d95-9a69-bb22ed99393d,510,in-store,yes,True,2023-08-31,Kevin Martinez,75,"Milan, Italy",2,other,2020-12-31,uflm,beauty,69.9,Conference knowledge first while he.
be448a28-0b73-457d-a097-48a8a3d0d68a,c50e7b64-52f5-4e64-8757-1fcb5960a7dc,1664b3b1-8479-4d95-9a69-bb22ed99393d,281,in-store,yes,True,2021-03-30,Crystal Chen,72,"San Jose, California, USA",94,male,2021-12-03,uflm,beauty,69.9,Conference knowledge first while he.
02af0091-9451-48cf-8339-6525d89a9aa6,ee19e1f0-78ab-4311-9449-459c13d7a0fa,1664b3b1-8479-4d95-9a69-bb22ed99393d,368,in-store,no,False,2022-11-21,Brenda Hinton,43,"KL, Malaysia",10,other,2020-10-30,uflm,beauty,69.9,Conference knowledge first while he.
0985752a-f277-46ff-8c38-20b042daf3a1,71700778-e555-4b79-8b28-cf53c37d5647,c00cbf2d-9332-447a-9b45-dabf442bf382,641,amazon,no,True,2022-04-08,Chase Charles DVM,69,"San Jose, California, USA",31,female,2023-02-06,odqz,beauty,30.1,We marriage shake deep.
cd42ca02-197e-464e-833f-139ad0d1e671,df8785e2-aeb1-41a1-9fc2-16a6cac19684,c00cbf2d-9332-447a-9b45-dabf442bf382,982,website,yes,True,2022-02-05,Jeremy Hernandez MD,52,"KL, Malaysia",28,other,2024-01-07,odqz,beauty,30.1,We marriage shake deep.
a57e824d-23f5-411e-90e5-a0e5222bac02,bba054ee-fdcc-4417-a1bd-151127c12a40,c00cbf2d-9332-447a-9b45-dabf442bf382,152,amazon,yes,True,2022-06-07,Samuel Miller,31,"San Jose, California, USA",16,other,2023-07-31,odqz,beauty,30.1,We marriage shake deep.
5b18da43-c9f9-4760-9883-7304781a2a4b,6cb35b2e-4e80-4cba-b676-87149b8c9a10,c00cbf2d-9332-447a-9b45-dabf442bf382,521,website,no,False,2023-08-09,William Hicks,40,"Portland, Oregon, USA",47,male,2021-06-16,odqz,beauty,30.1,We marriage shake deep.
59ba1126-11c0-413a-94df-6863891100bd,b1dbc8d2-c908-4098-adda-587c2b414a78,c00cbf2d-9332-447a-9b45-dabf442bf382,397,amazon,yes,False,2022-05-15,Mike Gross,56,"Rio de Janeiro, Brazil",13,other,2020-01-15,odqz,beauty,30.1,We marriage shake deep.
ac04969c-cb5a-4ee4-82b4-ac19e97ee9af,9bbbd1a2-8952-4b4a-ab7d-e9186eca08bc,c00cbf2d-9332-447a-9b45-dabf442bf382,777,amazon,no,False,2022-12-04,Dr. Christine Williams,61,"Salt Lake City, Utah, USA",5,female,2021-10-21,odqz,beauty,30.1,We marriage shake deep.
1bff280d-824c-4fe1-8298-1150917f89ea,7b26ec62-bffa-4fab-972e-80c50f647e73,20cfe526-184b-4162-b1fd-d5acff840e7e,468,in-store,no,True,2021-05-28,Jodi Baker,24,"Salt Lake City, Utah, USA",68,female,2021-07-31,mfer,beauty,45.8,Item husband lawyer resource employee power.
fc5f66a7-3db0-4830-832e-7ab10326438f,5924fbba-2bce-474e-a252-526e48587867,20cfe526-184b-4162-b1fd-d5acff840e7e,785,website,yes,False,2023-10-03,Stacey Woods,35,"Madrid, Spain",50,female,2022-05-18,mfer,beauty,45.8,Item husband lawyer resource employee power.
bdd0eaa1-a6c1-45d2-86e6-bf178723e1ac,7b26ec62-bffa-4fab-972e-80c50f647e73,14bc136c-2589-4711-b4e0-6af0830b2889,74,website,yes,True,2021-05-04,Jodi Baker,24,"Salt Lake City, Utah, USA",68,female,2021-07-31,ncig,apparel,49.2,Small assume the expert.
87074a5b-60bd-4590-886e-ae8d4941ad81,321b919e-0798-4990-9577-c1507e500f57,14bc136c-2589-4711-b4e0-6af0830b2889,533,website,no,True,2021-05-02,Christopher Lee,28,"Madrid, Spain",70,other,2021-05-25,ncig,apparel,49.2,Small assume the expert.
e3cee8b8-6bba-4f07-adb2-4535e0b35947,099507ba-c754-447b-9470-694829f9679f,14bc136c-2589-4711-b4e0-6af0830b2889,851,in-store,yes,True,2022-06-04,Eric Gutierrez,90,"LA, California, USA",21,female,2020-09-21,ncig,apparel,49.2,Small assume the expert.
e70c7931-3118-482f-83e4-a06f7dcc7557,7b26ec62-bffa-4fab-972e-80c50f647e73,340b62e2-09d2-4c10-9c9a-d7ba0c77ce7a,497,amazon,no,True,2023-12-12,Jodi Baker,24,"Salt Lake City, Utah, USA",68,female,2021-07-31,clfz,home,30.1,Step leave pull three.
c8951cdf-891e-4153-ae7e-2eb25bc51d50,b00518df-c938-45a3-b9f2-b5c860d72b0b,340b62e2-09d2-4c10-9c9a-d7ba0c77ce7a,370,website,no,True,2021-01-18,Adam Campbell,65,"San Jose, California, USA",58,other,2024-02-03,clfz,home,30.1,Step leave pull three.
bba42545-32a1-4e07-acf0-6346b5d5bccc,007c1ad6-8c1c-47f5-9866-d9395eca7bac,340b62e2-09d2-4c10-9c9a-d7ba0c77ce7a,26,in-store,yes,False,2021-12-09,Jasmine Parsons,88,"Salt Lake City, Utah, USA",32,female,2023-11-22,clfz,home,30.1,Step leave pull three.
51c2de6c-d365-417e-92ce-a0bcbbf24002,5107d782-3ffb-432b-9c99-ea1011e12832,340b62e2-09d2-4c10-9c9a-d7ba0c77ce7a,256,website,no,False,2023-08-25,Kelly Murphy,48,"Paris, France",17,other,2022-07-26,clfz,home,30.1,Step leave pull three.
0034e359-0160-4ffd-93a0-0fb43aad6f93,1e34caa0-ff76-478a-8c59-9f08ec0a8a10,340b62e2-09d2-4c10-9c9a-d7ba0c77ce7a,528,website,no,True,2021-03-09,James Reeves,15,"KL, Malaysia",37,female,2020-01-08,clfz,home,30.1,Step leave pull three.
cdbf1376-28f0-4f59-a85d-25dc15bcdf06,7bd23ae0-b50e-4d86-86aa-8233e4a5b403,340b62e2-09d2-4c10-9c9a-d7ba0c77ce7a,567,amazon,no,False,2021-12-02,Steven Cardenas,61,"Rio de Janeiro, Brazil",36,other,2023-10-27,clfz,home,30.1,Step leave pull three.
68d4e7b8-85eb-4ecc-a090-0c5bbe82a461,7b26ec62-bffa-4fab-972e-80c50f647e73,47ee4839-c02b-4b50-8ba3-e956483a2618,638,amazon,no,False,2021-06-28,Jodi Baker,24,"Salt Lake City, Utah, USA",68,female,2021-07-31,iqju,electronics,29.7,Realize company specific score lawyer drop.
6ac0fd9a-e563-40dc-a157-b87a1638aaed,2315a26a-0078-4821-af8c-463f43cf9df9,47ee4839-c02b-4b50-8ba3-e956483a2618,425,website,yes,False,2022-09-17,Sierra Medina,44,"Milan, Italy",96,male,2021-10-16,iqju,electronics,29.7,Realize company specific score lawyer drop.
651eaa2f-6d73-4b54-9e8d-6994d771dd16,ba0a3245-c4aa-4a14-86a3-6010e4325767,47ee4839-c02b-4b50-8ba3-e956483a2618,839,website,no,True,2021-04-18,Mr. Brandon Mitchell,81,"KL, Malaysia",13,male,2021-07-28,iqju,electronics,29.7,Realize company specific score lawyer drop.
180d7764-fd97-4072-b243-bc6697e4e889,638d0832-badd-4959-92f7-8e98f3fa52db,47ee4839-c02b-4b50-8ba3-e956483a2618,382,in-store,no,True,2023-05-18,Carol Meyers,37,"Paris, France",13,male,2023-06-09,iqju,electronics,29.7,Realize company specific score lawyer drop.
5a30481f-4705-4b38-aa2b-50a9b52be8c2,c76dfa15-2800-46c4-a7dd-101c337de4be,47ee4839-c02b-4b50-8ba3-e956483a2618,721,website,no,False,2023-04-14,John Bailey,17,"Paris, France",56,female,2020-03-11,iqju,electronics,29.7,Realize company specific score lawyer drop.
ec977f84-0886-4250-9d26-10e0cf52ed50,5d5cbc74-8601-4210-ae5f-7fa8509583be,47ee4839-c02b-4b50-8ba3-e956483a2618,199,in-store,no,False,2021-03-21,Mrs. Jacqueline Rodriguez,83,"San Jose, California, USA",50,female,2024-01-25,iqju,electronics,29.7,Realize company specific score lawyer drop.
13d48baa-97da-4f2d-84b3-53474df64800,94573d39-ad84-4c71-af50-caa0f65f1b6c,47ee4839-c02b-4b50-8ba3-e956483a2618,561,in-store,no,False,2022-11-13,William Gonzalez,88,"Portland, Oregon, USA",91,male,2021-05-19,iqju,electronics,29.7,Realize company specific score lawyer drop.
3e1b3df7-cc1c-4cb6-9cba-d182ab6b8f2a,68f1c5b9-bea0-48ef-ae88-a6b0a1b74566,68ca6139-f6da-4325-b92c-26a90abbab62,1,website,yes,True,2023-05-15,Linda Friedman,26,"KL, Malaysia",89,male,2020-08-18,wufs,apparel,31.9,Get into foot similar why.
afbbc1f3-bfb3-4316-9323-afd7dd637476,9f774e9b-b9e6-45c4-8d63-3c69e3014079,68ca6139-f6da-4325-b92c-26a90abbab62,432,amazon,no,False,2022-05-17,Jamie Wall,17,"Paris, France",85,female,2023-06-11,wufs,apparel,31.9,Get into foot similar why.
f423f62b-336e-4812-84ed-164a6cae4479,7b7aa78b-7113-4d45-87ae-13c7e2b1cf46,68ca6139-f6da-4325-b92c-26a90abbab62,251,website,no,True,2022-08-29,Anthony Chavez,67,"Rio de Janeiro, Brazil",80,other,2021-02-12,wufs,apparel,31.9,Get into foot similar why.
802761cc-1bb4-453a-9e42-3adcfe92206f,5107d782-3ffb-432b-9c99-ea1011e12832,68ca6139-f6da-4325-b92c-26a90abbab62,795,in-store,no,False,2023-01-08,Kelly Murphy,48,"Paris, France",17,other,2022-07-26,wufs,apparel,31.9,Get into foot similar why.
d2abcdcb-5c4c-4c0d-838b-3d3cc27a4f8b,9f42d492-b40d-4244-8451-ff4204cdd4ea,68ca6139-f6da-4325-b92c-26a90abbab62,602,in-store,no,True,2023-09-06,Trevor Herrera,29,"Madrid, Spain",69,male,2020-10-22,wufs,apparel,31.9,Get into foot similar why.
3b52bb51-f4f2-4620-ab8c-9b7c4120306d,c345e8ed-ba8c-4908-a6e9-049986378931,68ca6139-f6da-4325-b92c-26a90abbab62,70,amazon,yes,True,2022-01-21,Lauren Hansen,20,"Paris, France",8,female,2020-02-07,wufs,apparel,31.9,Get into foot similar why.
94f5e746-b1ff-403b-b69f-bc1cee94ae4c,865b9f15-0c7a-4ff1-a20c-dc211f9c732c,3a475eb2-e1dc-4538-9dec-e81d3ec8ddc8,926,website,yes,False,2022-05-31,Tommy Brown PhD,28,"KL, Malaysia",24,male,2024-01-16,ohdj,beauty,47.0,Only media important least exist record.
75cf9f37-bdc3-4cdd-bb06-99e9fa94aa0c,acc1eedb-7a29-4ff5-924e-58cf27c0d8c1,3a475eb2-e1dc-4538-9dec-e81d3ec8ddc8,627,website,no,True,2022-04-01,Dr. Hannah Mcdonald MD,90,"Madrid, Spain",80,female,2020-02-27,ohdj,beauty,47.0,Only media important least exist record.
df280a06-357b-45af-b7a4-5dfb06946e83,774f663d-3014-47a6-821f-d3d00dd913eb,3a475eb2-e1dc-4538-9dec-e81d3ec8ddc8,83,in-store,no,False,2022-12-28,Yolanda Miller,89,"Paris, France",52,other,2020-06-24,ohdj,beauty,47.0,Only media important least exist record.
e28f50c2-2d27-4f90-8e78-79848c9953e1,865b9f15-0c7a-4ff1-a20c-dc211f9c732c,c766c307-bcff-4e3b-888f-092db7dd8969,792,in-store,yes,False,2023-03-04,Tommy Brown PhD,28,"KL, Malaysia",24,male,2024-01-16,zcle,beauty,69.6,Environment maintain time go him reality.
4525a2e4-185f-4fc8-bcda-a5933c873b82,8912e080-7790-4307-950d-74d9c3e26099,c766c307-bcff-4e3b-888f-092db7dd8969,609,website,yes,True,2021-04-28,Tara Martin,34,"KL, Malaysia",66,female,2023-02-10,zcle,beauty,69.6,Environment maintain time go him reality.
50c14a81-6f84-40f3-83b3-2de80b17940a,49d1af4f-a996-4bde-bc33-1c0d83515c0a,c766c307-bcff-4e3b-888f-092db7dd8969,849,amazon,yes,False,2023-11-28,Phyllis Willis,71,"Portland, Oregon, USA",6,female,2020-10-01,zcle,beauty,69.6,Environment maintain time go him reality.
79cd619d-4b39-43c9-90fb-3fc5d11e922a,865b9f15-0c7a-4ff1-a20c-dc211f9c732c,a7f9c42a-4dd3-443a-be5a-7c15f0e7c0d4,104,amazon,yes,True,2022-08-04,Tommy Brown PhD,28,"KL, Malaysia",24,male,2024-01-16,vbkn,beauty,96.4,Group happy month from west world finish.
b92f7096-1bb2-43b1-a69f-117e370498c3,fcaf01b9-9ab0-475c-b2aa-056f4e0ae9c4,a7f9c42a-4dd3-443a-be5a-7c15f0e7c0d4,96,in-store,no,True,2021-11-03,Ashley Roy,84,"San Jose, California, USA",52,other,2021-11-11,vbkn,beauty,96.4,Group happy month from west world finish.
d3157eed-8049-44f0-a347-0bea74327a1e,d7637215-6871-4784-a34e-1c37abfb0d20,a7f9c42a-4dd3-443a-be5a-7c15f0e7c0d4,633,amazon,no,True,2022-06-13,John Boyer,21,"Rio de Janeiro, Brazil",36,other,2023-04-22,vbkn,beauty,96.4,Group happy month from west world finish.
80cdcca0-c8ec-4e5d-a3e6-5d09862bcab4,d5a06de9-86a8-45d1-b8ff-4bf0c6032691,a7f9c42a-4dd3-443a-be5a-7c15f0e7c0d4,911,amazon,yes,True,2023-07-23,Colleen Clements,25,"Portland, Oregon, USA",9,male,2020-10-31,vbkn,beauty,96.4,Group happy month from west world finish.
ae6cac44-e0d7-4ba3-8045-63736372136c,74e42ab3-1255-4db8-83b0-6f4b418421f6,a7f9c42a-4dd3-443a-be5a-7c15f0e7c0d4,500,in-store,yes,True,2023-01-11,William Parker,46,"San Jose, California, USA",82,other,2023-05-22,vbkn,beauty,96.4,Group happy month from west world finish.
5618c0ad-18ac-4e20-8ed6-7d45adb39c07,38629f1d-16b7-4154-9c38-b97fc74cbf2c,a7f9c42a-4dd3-443a-be5a-7c15f0e7c0d4,969,website,yes,True,2021-07-17,Bonnie Gonzales,47,"Rio de Janeiro, Brazil",51,female,2020-08-19,vbkn,beauty,96.4,Group happy month from west world finish.
