customer_id,full_nm,age,location,loyalty_points,gender,last_login_date
3d966c7a-9a10-4e54-8d0b-e43c9d4b15fb,Angela Curtis,41,"Portland, Oregon, USA",58,male,2020-07-24
0e0a9a01-267d-464e-8c77-88351151e957,Mark Adams,72,"Rio de Janeiro, Brazil",17,male,2020-12-14
c2868872-a7f5-4d4d-8b30-f4fef656c9d4,Mark Miller,33,"Madrid, Spain",76,other,2021-02-09
05445a79-00e6-4f66-b0e3-350612a33827,John Hogan,55,"San Jose, California, USA",44,female,2020-12-24
ab2de665-bdd8-427a-a3ff-9847daf7a7b9,Megan Kemp,49,"Portland, Oregon, USA",66,female,2022-04-28
3420e4aa-1206-46d3-916d-e01e7c774a2b,Ryan Klein,89,"San Jose, California, USA",67,female,2020-02-07
ed97b77e-5e6d-4e51-b401-f528f52f37e3,Alexander Lambert,34,"Paris, France",25,other,2021-06-23
1cc4f018-60fe-4bdb-aaf2-2ddb82b2cd78,Steven Jordan,36,"Milan, Italy",33,other,2023-07-11
52ecac9d-f027-47cc-bfa7-14f3d4da13e6,Sara Warner,41,"Milan, Italy",85,other,2020-06-21
79affe93-fd1b-4f6b-bbdb-7f26113a918d,Jennifer Williams,16,"Milan, Italy",57,other,2021-12-06
759a3713-e65b-4750-9e9d-38c4d1f7f4cc,Susan Figueroa,40,"Paris, France",6,other,2020-10-07
c4ed33fd-5864-44ed-be0c-bb2d72789aa9,Collin Perez,23,"Rio de Janeiro, Brazil",67,female,2021-01-13
675921cc-5982-460b-8401-23d80aa4828d,Monique Lester,58,"Paris, France",46,female,2020-11-29
bc9e18c6-cf78-4a40-8f29-dad4f8f08961,Richard Harrington,79,"LA, California, USA",36,other,2023-10-27
4afb4412-11c5-44a9-a451-bb9bf43f11ec,William Wheeler,57,"Salt Lake City, Utah, USA",64,male,2020-03-05
ea933bff-6ae0-4a62-9bb9-7b582c0277cf,Hunter Deleon,16,"Portland, Oregon, USA",46,female,2021-05-17
acc1eedb-7a29-4ff5-924e-58cf27c0d8c1,Dr. Hannah Mcdonald MD,90,"Madrid, Spain",80,female,2020-02-27
26debd65-7cdd-43af-8459-9b8160c63cb4,Michael Ramirez,73,"Salt Lake City, Utah, USA",99,male,2022-06-22
fde646e0-4a04-4d6d-92a8-61358bdd7361,Eric Ford,27,"Paris, France",6,female,2021-02-28
f5cbac0e-7ea1-413b-a597-fe4e654f24f6,Pamela Diaz,86,"Madrid, Spain",15,female,2022-04-03
506f231a-fdc6-425d-bdfc-83cadfc1fe64,Rebecca Anderson,24,"Paris, France",63,other,2022-08-02
2e7a27e8-3d9f-48a7-ae33-c0b56857e6f8,Deborah Gray,67,"Milan, Italy",20,other,2021-09-14
d9a581ac-ee49-4ac1-901a-061218ab3d13,William Bridges,49,"Salt Lake City, Utah, USA",40,other,2023-01-09
819ccd74-ab2b-4b85-a879-68bd711dd72c,Michael Rivas,79,"San Jose, California, USA",46,male,2021-03-17
8eeda636-2401-4a90-a1b6-4cd74580b9b9,Abigail Jones,38,"Rio de Janeiro, Brazil",87,male,2023-04-07
e50cec60-24b5-4eba-b4e2-a5e0ac210670,Luis Ward,69,"Salt Lake City, Utah, USA",93,male,2020-01-09
95291bdc-ee95-48e4-85d5-fc3a0df7c89e,Brian Roberts,65,"Paris, France",55,female,2023-11-10
e0387d93-0357-450a-9407-bb0b9d57404f,Patrick Singh,60,"KL, Malaysia",62,other,2022-02-10
2948e4e9-ee74-403a-9612-dda5c59211e6,Katherine Duncan,76,"San Jose, California, USA",91,male,2022-10-02
a5424189-86b0-46b3-b868-524065fc77b4,Joseph Allen,72,"Milan, Italy",32,male,2021-07-22
c2917eab-a210-462c-b4c3-6bcc759863c7,Stephanie Harrell,69,"Milan, Italy",17,male,2022-10-14
40d70759-0777-4b61-a19c-1a9f7cf9830d,Kimberly Jones,39,"Milan, Italy",40,female,2023-05-02
89551844-01b0-43ae-98a3-5e4cb9fbbbd8,Stephanie Williams,45,"Portland, Oregon, USA",92,other,2022-02-26
ea12b62b-f690-4449-b965-0469ce4e2b35,Fred Garcia,15,"Milan, Italy",34,male,2022-09-19
151ee35d-a433-491c-ad16-9aae3d0136db,Kenneth Rivas,36,"San Jose, California, USA",8,other,2022-12-17
b2cedd6f-9cf2-4293-b4b7-5d9ee9de5dce,Teresa Ryan,21,"Portland, Oregon, USA",80,other,2020-12-07
c12ace2a-98e7-4164-8eee-36a4a60dd010,Jenny Sims,22,"San Jose, California, USA",88,other,2020-06-02
4e508ac3-ef88-4986-8d53-0ed1e22c546b,David Price,61,"Salt Lake City, Utah, USA",91,other,2023-12-18
82c8e364-ad96-477b-a885-0b41b4cf847a,Tara Baker,75,"KL, Malaysia",5,female,2022-08-10
ed0b3ae0-a3df-4960-89f2-277de57367de,Renee Tyler,54,"Rio de Janeiro, Brazil",79,other,2023-09-12
c3e9b403-2a05-477e-9d4e-c94b56946c0c,Sabrina Nicholson,36,"Madrid, Spain",81,other,2023-01-24
10fa26d8-5f25-44ef-bd1e-de37ec3f1a25,Charles Patel,40,"KL, Malaysia",51,female,2020-10-29
4bd0d750-7a32-4b91-b45a-2be6be507c8d,Daniel Davenport,81,"Salt Lake City, Utah, USA",42,male,2020-03-04
94e05d50-2560-4c2b-a123-88ca8bb82589,Angela Hayes,76,"Paris, France",66,male,2020-06-25
9f42d492-b40d-4244-8451-ff4204cdd4ea,Trevor Herrera,29,"Madrid, Spain",69,male,2020-10-22
a460a10f-5aef-43b2-a55b-bedf585d0d60,Monica Hoffman,53,"Portland, Oregon, USA",58,male,2020-11-30
3dffe57c-df59-4c7a-ab1e-b95715f8e88f,Brenda Brown,57,"LA, California, USA",92,male,2021-02-27
1e34caa0-ff76-478a-8c59-9f08ec0a8a10,James Reeves,15,"KL, Malaysia",37,female,2020-01-08
7e0571ab-7ace-4189-a52a-300134f216cd,Juan Lee,39,"Milan, Italy",86,other,2023-10-13
a6d21c7d-65f4-4ead-a6aa-3a904f6de478,Kimberly Dean,50,"Milan, Italy",74,female,2020-01-04
800ba7d5-68e1-4213-a143-d73c3f298751,Jonathan Garcia,61,"LA, California, USA",81,male,2021-06-02
3395e354-ca7f-4b95-afae-ae9c067286ae,Richard Raymond,42,"Milan, Italy",96,female,2021-04-10
c50e7b64-52f5-4e64-8757-1fcb5960a7dc,Crystal Chen,72,"San Jose, California, USA",94,male,2021-12-03
c5a669c8-2d62-496a-93bd-590b17950899,Brittney Patel,87,"San Jose, California, USA",73,other,2023-12-19
ae8a5a4f-2b16-4027-9c37-4a325051108d,Javier Garrison,71,"Milan, Italy",45,female,2020-07-19
06e50085-c4f8-440b-a5f7-549df4159741,Richard Frederick,53,"Rio de Janeiro, Brazil",85,female,2021-12-19
684a0bae-4f14-4982-a252-17d49b091c63,Christy Austin,73,"KL, Malaysia",37,other,2021-03-24
97c8c4e2-5f06-460e-a5ba-9788f3ad35b3,Darrell Bradley,48,"LA, California, USA",59,male,2022-08-17
b58de94c-871e-42de-ab74-1d0d321ea928,Caroline Ferguson,57,"San Jose, California, USA",95,other,2021-10-15
d1f7b5d5-527c-4e2e-a634-86e4cea95c0c,Ian Smith,89,"Portland, Oregon, USA",5,other,2023-03-14
dc73a8af-3b5b-4882-b520-b9ce8f20d116,Alexis Jones,22,"KL, Malaysia",88,female,2021-07-03
30185cea-dae3-45cc-97a7-74778d32dea7,Patrick Golden,27,"Portland, Oregon, USA",24,female,2020-04-28
ef174457-d062-45b4-964e-742bf71402f3,Tina Schroeder,45,"Paris, France",71,female,2020-09-19
f3c0de7f-eb14-488b-8787-8d45e7612e34,Justin Hughes,54,"Paris, France",25,male,2021-01-14
351ecfab-3ed0-4f0e-8ae1-93df5c545d07,Mr. Brandon Ross III,28,"LA, California, USA",77,male,2021-09-20
9dc0f069-0425-49dc-b6e9-a68fdf6a7927,Tony Jones,73,"Milan, Italy",18,other,2021-02-10
dec81c76-8727-4b50-8ad7-ea33af6752f5,Matthew Torres,67,"Paris, France",95,female,2023-10-23
007c1ad6-8c1c-47f5-9866-d9395eca7bac,Jasmine Parsons,88,"Salt Lake City, Utah, USA",32,female,2023-11-22
ff82e0d5-af68-4e07-a37b-99e6a2e0f6a9,Mark Miller,37,"Salt Lake City, Utah, USA",4,male,2021-03-26
8912e080-7790-4307-950d-74d9c3e26099,Tara Martin,34,"KL, Malaysia",66,female,2023-02-10
713bab5e-a553-47e6-9c84-19f3a886dc47,Melissa Pearson,22,"San Jose, California, USA",73,other,2020-10-28
cc54e086-a6df-4859-a1c0-ad3ab23d5d32,Michael Torres,50,"Madrid, Spain",3,female,2022-05-23
b1dbc8d2-c908-4098-adda-587c2b414a78,Mike Gross,56,"Rio de Janeiro, Brazil",13,other,2020-01-15
50dea6a4-a1ce-4f5b-a153-d5793623ce42,Jamie Silva,22,"LA, California, USA",52,male,2020-03-16
cfc38571-e72d-40d9-bd94-292a30402a0e,Joseph Schroeder,44,"Madrid, Spain",62,male,2021-08-28
36378549-5a1d-43dc-9eea-156be4360188,Laura Brown,28,"Paris, France",33,other,2021-08-18
d7a40e0c-12a7-4345-a52b-ad829374864d,Sharon Wilson,23,"Rio de Janeiro, Brazil",16,female,2022-02-21
42e06317-ee32-4b94-b472-0a1a224332c7,Sherry Wallace,80,"Paris, France",83,other,2022-11-16
f183b637-e2c6-4586-ad3a-4dd7626a6179,James Watts,54,"Madrid, Spain",28,male,2022-12-12
31181db0-7252-4946-ba4a-071afa273438,Stacey Hinton,58,"San Jose, California, USA",58,other,2020-08-10
fc4098a5-19e8-42f1-8bbc-42821251c576,Michael Parker,27,"Rio de Janeiro, Brazil",16,female,2024-03-22
7b7aa78b-7113-4d45-87ae-13c7e2b1cf46,Anthony Chavez,67,"Rio de Janeiro, Brazil",80,other,2021-02-12
061d5f13-994d-433d-b625-ef2bc7afb1c5,Donald Allen,32,"Madrid, Spain",11,male,2023-04-20
296115c7-76a9-4c88-8d20-de85e226d2ff,Kurt Murphy,71,"Salt Lake City, Utah, USA",13,male,2023-10-08
6695d0bb-ec18-4394-adb8-3290b4fc9239,Michael Macias,39,"Portland, Oregon, USA",35,male,2023-05-31
6cb35b2e-4e80-4cba-b676-87149b8c9a10,William Hicks,40,"Portland, Oregon, USA",47,male,2021-06-16
7d2ffb17-39cb-4b66-89e2-88ff7804666a,Michael Solomon,66,"KL, Malaysia",33,male,2023-06-13
9d238fe4-291f-4dfc-9a90-6cd4bd1c4d79,Wendy Bright DDS,67,"Rio de Janeiro, Brazil",1,female,2021-05-15
5cf4560f-934c-44c8-9d8f-7ac422cb9688,Kathleen Henderson,86,"Portland, Oregon, USA",81,other,2020-05-31
753c7bbe-22f5-4fa4-9570-45d14a874550,Christopher Smith,71,"Madrid, Spain",27,male,2020-01-19
961c759a-f91e-4708-a208-13f5fc53ca17,Curtis Vega,36,"Paris, France",10,other,2023-07-07
6ab025ea-39bb-455e-9e6b-94a48941fc32,Kathleen White,46,"Madrid, Spain",75,female,2022-07-19
fab8022a-28c8-4f45-8565-80abc7d68ff1,Scott Davis,46,"Portland, Oregon, USA",79,male,2023-08-27
4ef9ceb2-082c-4820-a6b1-01722503a79b,Lauren Robinson,71,"Rio de Janeiro, Brazil",21,female,2022-10-08
3a48d837-cbf2-42df-9fbf-e3188af0324b,Richard White,31,"Madrid, Spain",33,female,2023-06-04
865b9f15-0c7a-4ff1-a20c-dc211f9c732c,Tommy Brown PhD,28,"KL, Malaysia",24,male,2024-01-16
be37ba08-bf68-4e1f-9335-d8a308cb2808,Cheryl Williams,79,"San Jose, California, USA",24,other,2020-10-04
b5da0dfe-c576-4fcf-b270-178f2f6e4ea5,Michelle Villegas,60,"Paris, France",46,other,2020-10-20
a3248979-50ee-4ab0-965c-b27058395c8d,George Yates,37,"KL, Malaysia",90,female,2023-10-24
321b919e-0798-4990-9577-c1507e500f57,Christopher Lee,28,"Madrid, Spain",70,other,2021-05-25
68f1c5b9-bea0-48ef-ae88-a6b0a1b74566,Linda Friedman,26,"KL, Malaysia",89,male,2020-08-18
75f009dd-12d3-4329-b0e3-5cfa56deff65,Matthew Ramirez,37,"Milan, Italy",75,female,2021-06-15
e06bcb7c-d7a8-458b-b308-9f6b0d27c4c1,Catherine Norton,87,"Milan, Italy",29,female,2023-07-07
adfcbc6a-5501-471c-8bae-47613b1495c6,Carlos Peck,43,"San Jose, California, USA",3,other,2021-10-14
b2639777-c11f-4e8f-a422-3824a0a6bcb4,Kimberly Reynolds,41,"Rio de Janeiro, Brazil",67,female,2023-07-20
e0cfdb12-a3f8-4e8b-a1ae-6786082ee0cd,Donna Blake,33,"Salt Lake City, Utah, USA",90,male,2020-04-24
9d874c4d-ca2c-4488-a99b-eafbf6d13b60,Jonathan Campbell,48,"San Jose, California, USA",70,male,2022-12-18
83477c45-e545-4bf4-a824-f36c376363fb,Ryan Walls,81,"Rio de Janeiro, Brazil",33,female,2020-07-23
8cc65956-da82-430a-9c1d-563fa8423066,Fernando Johnston,90,"Madrid, Spain",96,other,2022-08-27
3bc91f67-087e-491d-97db-9581183d8b6d,Andrea Miller,78,"Milan, Italy",15,female,2020-10-19
51e40d83-bfc0-4443-a947-ea305c994ec3,Bonnie Rivas,80,"Salt Lake City, Utah, USA",75,male,2022-09-08
852f30ce-1eca-4250-87cb-c02080095c97,Kelsey Lopez MD,46,"Paris, France",16,male,2024-01-31
f86de19d-7f84-44b6-92d0-99202377034e,Kristina Wade,86,"Milan, Italy",18,female,2021-06-25
2a7caeb2-8879-4e7f-adf7-7018c216d373,Jared Robinson,54,"Madrid, Spain",35,other,2022-06-30
d6ec2e25-6cf3-4433-8398-ccfb04b6e080,Christopher Robinson,45,"Paris, France",17,male,2023-11-05
b12d2d43-2d92-41b0-9d52-0aa9bed66a79,Jonathan Schwartz,60,"San Jose, California, USA",32,other,2021-06-19
4c0f2a28-d44c-4770-aa4a-05f1257f852f,Scott Hall,63,"Salt Lake City, Utah, USA",34,male,2022-01-28
71700778-e555-4b79-8b28-cf53c37d5647,Chase Charles DVM,69,"San Jose, California, USA",31,female,2023-02-06
625a0cfd-7f0e-456f-b7e1-29a39002ce89,Amanda Wheeler,86,"Milan, Italy",31,male,2021-01-09
fc08e092-48e3-47bf-b4be-bac93859733f,Anthony Craig,31,"Rio de Janeiro, Brazil",77,other,2021-01-10
d53951e7-3d61-4016-9a62-1b1cf8b1fa11,Jonathan Campbell,65,"KL, Malaysia",26,male,2024-03-08
da6be462-3553-48db-a754-91a75594aa2a,Jeremy Hughes,47,"San Jose, California, USA",94,female,2020-05-02
2b0b9aa6-4bf2-45d1-bef0-2735593d9338,Michael Pruitt,85,"KL, Malaysia",36,female,2021-07-29
b2e45786-9dc7-40ab-ad47-65791aec88b1,Luis Brown,86,"LA, California, USA",20,male,2023-10-03
8b2d2414-f2a5-41c4-a1e4-acb710f3e883,Michael Randolph,16,"San Jose, California, USA",18,female,2022-11-22
c558d946-4295-4d57-aa38-3f1cf53bb5e8,Martin Brown,32,"KL, Malaysia",51,male,2023-03-30
5107d782-3ffb-432b-9c99-ea1011e12832,Kelly Murphy,48,"Paris, France",17,other,2022-07-26
2286ae89-34e2-4731-84f2-d04b4ee75ccc,Frank Sanford,41,"Salt Lake City, Utah, USA",55,other,2023-01-15
25194c72-f05e-4238-a9b1-992248faceae,Robert Taylor,86,"Milan, Italy",75,male,2020-05-22
b6f03366-74d5-4c13-8c84-31ef385b37c5,John Murphy,90,"Portland, Oregon, USA",48,other,2021-03-07
86b18bfe-e134-408c-9768-8686882d3371,Heather Kidd,43,"Rio de Janeiro, Brazil",81,male,2021-11-02
6c572edc-a86e-4b61-9312-8efea6bcf283,Gregory Lee,20,"Portland, Oregon, USA",56,male,2021-07-08
70950cf1-2a21-4414-8962-68f491a8abfa,Jake Pena,74,"San Jose, California, USA",10,male,2024-01-25
bde4d254-619b-46df-92fb-8e5df5391ca0,Jim Garrett,23,"Paris, France",10,male,2022-03-22
dca0f0ea-dd90-41ae-89c0-94ed508378e4,Juan Obrien,46,"KL, Malaysia",6,male,2021-10-18
04b934ae-4ec2-44bb-ad56-d8d498de6b1f,Jonathan Mitchell,81,"KL, Malaysia",74,female,2021-07-24
26140758-dba1-43e2-8393-5f121aaa6a2c,Jacob Watkins,77,"San Jose, California, USA",9,male,2023-04-12
1d2c85bf-aeac-4400-a061-aec043988722,Jesse Landry,37,"Salt Lake City, Utah, USA",22,male,2023-12-17
3d05fe44-f47a-41af-a182-de43ec59c67e,Kimberly Carter,84,"LA, California, USA",14,male,2021-12-08
d358ace4-27cf-4159-91ac-648a8f78b003,Michelle Gardner,45,"Rio de Janeiro, Brazil",72,male,2022-02-13
4d4e4013-2970-4c2a-9cf5-f47a170d6b95,Megan Foster,23,"LA, California, USA",23,female,2020-04-07
9b7361f4-7cea-4d46-8a58-86dbf156c060,Christopher Moreno,70,"Rio de Janeiro, Brazil",40,male,2023-04-22
9f774e9b-b9e6-45c4-8d63-3c69e3014079,Jamie Wall,17,"Paris, France",85,female,2023-06-11
6da7c8a0-0078-4e52-b0c4-90345d25196b,Laura Davis,83,"Salt Lake City, Utah, USA",82,other,2021-01-24
ad56aaeb-e27d-465b-84ac-a52a9e607e4b,Ariana Dean,61,"Portland, Oregon, USA",65,male,2021-04-26
adc0c18e-35a1-4565-bec5-decddd8b6aaf,Amanda Williams,49,"KL, Malaysia",5,female,2024-01-17
6d93e50b-5790-46f9-8b8b-5246f80ba6eb,Brian Matthews,81,"KL, Malaysia",50,male,2020-05-27
6c6ae654-88d7-426d-8f6a-73f38fb867f4,Adriana Bean,88,"San Jose, California, USA",35,male,2021-09-18
7bd23ae0-b50e-4d86-86aa-8233e4a5b403,Steven Cardenas,61,"Rio de Janeiro, Brazil",36,other,2023-10-27
f3ed2d4a-791e-40b4-8f12-4acf6f6856e8,Devin Nelson,21,"Madrid, Spain",68,female,2023-04-09
7fa54739-b933-4d20-b329-5ed5395a51d9,Marcus Walsh,42,"Paris, France",24,other,2020-01-30
42b01987-fc2d-40d1-a0b7-3338a3e9144e,Jamie Short,40,"Madrid, Spain",34,other,2020-03-25
b00518df-c938-45a3-b9f2-b5c860d72b0b,Adam Campbell,65,"San Jose, California, USA",58,other,2024-02-03
d5a06de9-86a8-45d1-b8ff-4bf0c6032691,Colleen Clements,25,"Portland, Oregon, USA",9,male,2020-10-31
2cfd8275-43d5-4e83-83f0-39f9140c1838,Larry Harris,77,"LA, California, USA",39,other,2022-05-10
b797430e-b067-4577-aef4-a018993baaa9,Gina Woods,29,"Salt Lake City, Utah, USA",75,other,2021-08-01
4c2dbb8a-18ca-4284-a8e0-5053987bbcc6,Jessica Stanton,41,"San Jose, California, USA",66,male,2021-05-22
6c3da6cf-da88-43b1-bc71-f4ba23a8d9f5,Scott Kidd,73,"KL, Malaysia",42,female,2020-02-03
0815fafc-73a2-4fb9-bfa1-62073d9476e2,Christy Clarke,86,"Milan, Italy",97,female,2020-12-07
6fc495bb-344e-4859-8ef2-35b143bd14bb,Miguel Adams,84,"Portland, Oregon, USA",3,male,2023-07-02
86e7f518-4517-4563-93a1-05db007b744e,Robert Floyd,19,"KL, Malaysia",82,male,2020-05-13
0aba36a3-4537-4bd6-a255-c14fa651ddce,Dr. Elizabeth Jackson,31,"KL, Malaysia",9,female,2023-02-25
cbd1b471-1547-4e5d-991c-2b7a4207c12a,James Hayes,47,"Portland, Oregon, USA",2,other,2022-01-12
bf1eea0a-4a38-4b43-8f67-49a1d11e7443,Scott Stanton,86,"LA, California, USA",3,other,2020-02-28
ed6cd1c0-d72a-438f-8a57-6568fd50aa42,Victor Thompson,17,"Milan, Italy",23,male,2020-07-21
ad05b4ce-b696-4054-af1d-2de7d62ef88c,Allison Jennings,33,"Rio de Janeiro, Brazil",99,other,2022-09-06
de4bb076-172c-41a7-9ebb-3990967f30e6,Ricky Key,70,"Milan, Italy",45,male,2022-06-23
3a501aeb-23ae-4820-a32b-55bfc845e5d6,Stacey Hunt,90,"Paris, France",79,male,2024-02-20
cf212924-6a83-44d3-ac72-bc018e94b637,Christopher Hill,42,"Paris, France",62,male,2023-11-23
1cd23b34-8fce-45b5-81ba-835fb1bed15e,William Harris,47,"LA, California, USA",40,female,2022-11-28
2b540415-419a-4d36-8b74-e5ffbaa9380b,Christopher Lindsey,58,"LA, California, USA",19,other,2020-06-28
4a87dbe8-d327-4c51-a30a-40fb56d46c5f,Amanda Rogers,43,"San Jose, California, USA",43,male,2024-02-28
38629f1d-16b7-4154-9c38-b97fc74cbf2c,Bonnie Gonzales,47,"Rio de Janeiro, Brazil",51,female,2020-08-19
d29052c7-c8a7-4640-9f46-6c96e5b8040f,Bailey Newman,83,"San Jose, California, USA",3,female,2022-02-04
adc096a5-77c7-4f3b-8bbf-74ff97a47028,Mike Parks,23,"Paris, France",74,female,2022-10-10
9ba25b05-1a0b-4102-9426-5653a2f45733,Michelle Allen,78,"Portland, Oregon, USA",20,male,2022-08-19
b9b8a11e-7817-4bd6-8c03-ca55a7f5867e,Cynthia Howell,59,"Milan, Italy",35,other,2022-12-26
9a9f93c5-1114-48da-85d4-2a0a87eef1f1,Timothy Odonnell,53,"KL, Malaysia",44,male,2024-03-01
9d50ebbb-ce93-4bb8-a9c7-f123057c1c8d,Jimmy Smith,87,"KL, Malaysia",89,other,2023-06-03
8efe3321-e464-4ae6-8bee-041761418b43,Cheryl Olsen,70,"Portland, Oregon, USA",28,female,2024-01-25
e141515e-5652-4312-9a48-460cc7dcd251,Jessica Robinson,81,"Paris, France",66,female,2020-01-03
bc1e0e20-d41c-47f2-9241-00d727dfa99a,Mario Gonzalez,86,"San Jose, California, USA",89,other,2022-08-19
05264eeb-6b46-4a16-bbba-bf56769d1c6e,Scott Nelson,26,"Paris, France",26,male,2022-08-14
5b5befdb-7fee-49b4-b4b3-9c47794e1931,James Roberts,48,"KL, Malaysia",40,male,2022-09-22
50176457-19e9-4239-b7bd-4ed1eda1aa3b,Stephanie Norris,44,"Rio de Janeiro, Brazil",59,female,2024-01-25
95ca5ad1-7894-4fa2-9ddc-6763ff6d6c66,Austin Hall,30,"Rio de Janeiro, Brazil",60,male,2021-09-29
e2eb9380-e080-4f56-bbae-336b3c95563e,Carol Ashley,61,"Salt Lake City, Utah, USA",70,male,2021-12-17
0859939e-7f5f-428e-8787-c58401bdcd96,Christina Bradford,34,"LA, California, USA",17,male,2022-10-25
be212b05-4a43-4187-8708-5d9135a43d02,Brianna Williams,50,"Portland, Oregon, USA",65,female,2022-11-23
b3036a14-82b7-4ea7-8d03-6c75086ee9d6,John Johnson,36,"Milan, Italy",59,female,2021-06-03
00686f8a-b5d1-4b5f-ad3b-ebdf65f801c3,Kenneth Ford,58,"Rio de Janeiro, Brazil",32,female,2023-11-10
7613bcbb-a6f9-4821-bb47-e6c53b462d37,Jeffrey Jones,69,"San Jose, California, USA",46,female,2022-09-05
eb94a994-7ae6-4028-ac17-1ab9ee9dbada,Michelle Brewer,79,"Milan, Italy",70,other,2020-04-28
e88bd1ce-4eb2-42a0-9b7d-1e2c8ca28924,Richard Vasquez,31,"Salt Lake City, Utah, USA",43,other,2020-06-18
122cb7e4-af7d-40a0-9e4a-1bc721c6c036,Cody Carroll,52,"Rio de Janeiro, Brazil",64,male,2021-12-18
280801d1-6473-4430-bfe4-b2fb77e7c2b4,Jason Perez,51,"Portland, Oregon, USA",57,female,2024-02-11
d5e23c9a-7296-4bc8-acc5-f053d8bf6b3e,Gregory Cook,79,"Paris, France",2,male,2022-01-19
c42f262e-ea07-42fd-878c-aa8f55eb32ec,Anthony Ward,81,"Salt Lake City, Utah, USA",33,other,2022-02-22
de44c833-d220-4218-8efe-b3fbaca00e04,April Hobbs,76,"Paris, France",100,female,2021-10-22
c175dd04-f11e-44f5-9e9a-52a110b1420e,Paige Clarke,80,"Rio de Janeiro, Brazil",44,male,2021-06-30
d63712b6-a4ec-4fc2-97b2-0a7beb31cc74,Nathan Avila,46,"Madrid, Spain",75,male,2021-10-18
806d3ac5-d2bf-4e66-a1d6-229451b42cf1,Christian Phillips,61,"Salt Lake City, Utah, USA",52,other,2023-06-03
f323fcf6-2e5f-4ca6-98ee-91119f08abe8,Joshua Mitchell,20,"KL, Malaysia",53,other,2021-08-22
